pdf_id,incremental_updates,eof_marker_count,metadata_anomaly_score,hidden_text_spans,white_text_spans,javascript_count,embedded_files_count,signature_gap_score,render_ela_suspicious_block_ratio,render_noise_hotspot_ratio,object_count,stream_entropy,xref_mismatch_score,font_switch_score,ocr_text_layer_gap,is_scanned_pdf,has_signature,hard_subtle_case,label
PDF_06297,0,2,5.71,5,2,0,0,0.0,0.1131,0.1774,87,6.394,29.28,11.85,21.85,0,0,0,1
PDF_06298,1,4,24.08,8,2,2,0,45.29,0.3869,0.4319,139,5.117,46.49,34.55,77.14,1,0,1,1
PDF_06299,2,2,13.07,4,2,0,0,20.99,0.259,0.1679,84,6.614,30.37,20.09,27.9,0,0,1,1
PDF_06300,1,4,38.17,5,6,1,1,47.49,0.2612,0.232,162,6.616,49.66,37.14,33.87,0,1,0,1
PDF_06301,2,3,75.08,8,6,2,0,41.07,0.3013,0.2592,136,6.478,58.49,51.06,45.22,0,0,0,1
PDF_06302,1,2,42.71,9,4,2,0,27.09,0.2638,0.3424,127,6.038,68.29,40.91,42.54,0,0,0,1
PDF_06303,0,2,22.03,1,0,0,0,45.78,0.1823,0.2582,91,5.881,16.06,22.53,11.7,0,1,1,1
PDF_06304,1,1,38.17,6,4,0,1,24.36,0.3784,0.4778,137,6.714,50.52,41.14,88.27,1,0,1,1
PDF_06305,0,2,21.1,3,0,0,0,0.0,0.135,0.203,71,4.947,26.04,9.01,29.45,0,0,1,1
PDF_06306,1,3,29.5,3,4,0,0,44.58,0.3799,0.2511,90,6.595,33.42,50.02,13.93,0,0,1,1
PDF_06307,0,2,5.15,5,6,2,0,48.72,0.1716,0.1177,143,5.883,38.41,12.81,17.82,0,1,0,1
PDF_06308,2,2,47.52,10,5,1,1,83.25,0.2946,0.2113,157,5.134,47.51,43.94,27.58,0,1,0,1
PDF_06309,1,2,7.44,1,1,1,0,0.0,0.1479,0.2406,87,7.309,26.48,10.7,10.56,0,0,0,1
PDF_06310,2,1,33.69,7,5,1,0,49.53,0.1577,0.1802,82,6.19,55.22,29.67,17.13,0,1,0,1
PDF_06311,3,4,40.21,8,8,1,0,82.55,0.3178,0.243,155,7.115,40.58,38.05,27.08,0,1,1,1
PDF_06312,1,3,33.0,7,6,2,0,24.95,0.1762,0.2734,126,6.024,35.19,21.22,35.61,0,0,1,1
PDF_06313,0,2,0.0,1,0,2,1,0.0,0.1523,0.0898,37,5.244,29.31,4.39,12.99,0,0,0,1
PDF_06314,2,2,17.76,3,3,1,0,24.77,0.2855,0.2291,142,7.49,41.17,25.41,9.79,0,0,1,1
PDF_06315,0,1,0.0,0,3,0,0,0.0,0.1413,0.2611,104,5.247,21.63,5.08,30.38,0,0,1,1
PDF_06316,1,1,48.51,6,5,2,0,26.11,0.2233,0.1832,119,6.613,41.29,21.76,37.5,0,0,0,1
PDF_06317,0,2,25.27,4,3,1,0,1.1,0.16,0.2621,85,4.907,34.97,3.14,17.93,0,0,0,1
PDF_06318,1,3,25.87,3,7,0,0,16.43,0.1759,0.1627,110,6.306,45.76,14.34,23.07,0,0,0,1
PDF_06319,0,2,22.3,6,6,1,0,9.19,0.1319,0.1032,98,6.006,19.97,0.0,24.5,0,0,0,1
PDF_06320,0,1,9.88,2,4,0,1,39.38,0.1838,0.1246,48,4.945,24.53,41.14,19.84,0,1,0,1
PDF_06321,0,2,7.94,7,2,0,1,52.87,0.208,0.1084,95,5.409,27.71,9.29,18.24,0,1,1,1
PDF_06322,0,2,27.49,5,1,1,0,0.0,0.223,0.1745,94,5.095,42.45,31.2,26.54,0,0,0,1
PDF_06323,1,3,44.03,5,4,1,0,15.22,0.1685,0.2402,127,4.656,24.28,50.81,34.62,0,0,0,1
PDF_06324,0,2,36.11,4,2,1,0,6.54,0.2725,0.1367,102,5.069,23.73,7.95,35.98,0,0,0,1
PDF_06325,1,3,33.26,8,4,1,0,27.01,0.2791,0.2433,89,5.931,50.37,36.97,20.13,0,0,0,1
PDF_06326,2,3,12.8,3,4,0,0,0.0,0.1845,0.2035,137,6.637,18.51,15.54,17.94,0,0,1,1
PDF_06327,2,3,44.96,6,7,1,1,54.05,0.3673,0.4108,136,5.92,58.25,24.88,71.78,1,1,0,1
PDF_06328,1,2,9.93,5,1,0,0,0.0,0.131,0.1991,79,5.056,31.6,0.0,34.18,0,0,1,1
PDF_06329,1,2,24.64,7,8,2,0,5.44,0.2024,0.1731,127,5.062,35.98,37.33,36.51,0,0,0,1
PDF_06330,2,2,74.37,13,10,2,0,70.75,0.4177,0.2605,183,5.631,87.47,59.14,22.82,0,1,0,1
PDF_06331,1,3,3.88,5,5,2,0,6.2,0.2027,0.2295,121,5.962,32.62,15.91,31.58,0,0,0,1
PDF_06332,2,2,41.65,7,3,0,0,1.19,0.1649,0.1592,70,5.273,32.54,39.88,38.31,0,0,0,1
PDF_06333,2,4,41.11,10,4,2,0,70.84,0.3394,0.271,143,6.697,34.53,54.45,35.11,0,1,1,1
PDF_06334,1,3,30.57,7,4,1,1,78.68,0.2649,0.3389,171,7.187,43.71,37.49,43.05,0,1,1,1
PDF_06335,1,2,37.1,5,7,1,0,42.35,0.295,0.1244,167,6.821,40.88,37.6,0.0,0,1,0,1
PDF_06336,1,1,15.9,7,5,0,0,4.11,0.2123,0.1653,94,5.308,49.24,35.77,15.18,0,0,0,1
PDF_06337,2,3,32.12,6,7,1,1,61.23,0.3436,0.4314,184,6.52,51.1,44.17,65.13,1,1,0,1
PDF_06338,0,2,7.44,4,0,0,0,9.73,0.2939,0.3531,105,5.287,17.39,19.34,53.62,1,0,1,1
PDF_06339,2,4,61.87,10,6,2,1,23.0,0.3209,0.2547,193,5.954,53.85,46.55,30.47,0,0,0,1
PDF_06340,1,2,65.54,9,3,1,0,31.43,0.4174,0.4136,128,5.408,41.17,68.82,80.65,1,0,0,1
PDF_06341,0,2,0.0,9,2,0,0,4.45,0.1791,0.1313,86,4.972,20.44,6.25,20.79,0,0,0,1
PDF_06342,0,3,0.0,6,4,1,0,0.0,0.2512,0.3205,86,5.708,19.53,9.83,57.51,1,0,0,1
PDF_06343,0,2,31.89,6,5,1,0,0.0,0.2773,0.1897,106,5.608,36.81,12.63,17.03,0,0,0,1
PDF_06344,1,2,21.7,5,7,1,0,38.52,0.3064,0.1769,125,5.837,46.69,31.9,32.33,0,1,0,1
PDF_06345,0,3,10.83,5,3,0,0,42.2,0.0233,0.1483,71,5.451,13.06,17.78,16.11,0,1,1,1
PDF_06346,0,1,10.8,2,0,0,0,36.49,0.1602,0.226,76,5.363,19.29,33.22,23.11,0,1,1,1
PDF_06347,1,1,11.92,5,2,0,0,0.0,0.1939,0.2713,62,4.978,19.5,9.83,0.19,0,0,1,1
PDF_06348,0,2,27.46,6,6,0,0,18.42,0.3147,0.4204,128,5.336,49.21,7.66,71.27,1,0,0,1
PDF_06349,2,3,18.9,5,4,0,0,35.65,0.2095,0.2102,98,6.196,28.88,18.99,21.74,0,0,1,1
PDF_06350,2,2,34.93,11,2,1,0,28.2,0.34,0.4499,109,6.731,41.36,36.99,75.4,1,0,0,1
PDF_06351,0,2,6.8,5,3,1,0,0.46,0.2139,0.1524,122,5.324,10.3,0.0,12.44,0,0,0,1
PDF_06352,0,2,62.96,8,7,2,0,42.26,0.3097,0.2556,173,5.225,43.7,52.33,22.24,0,0,0,1
PDF_06353,1,3,35.68,7,3,1,0,20.41,0.223,0.1856,153,6.401,52.77,43.69,49.47,0,0,0,1
PDF_06354,2,4,39.36,7,10,0,0,38.22,0.3214,0.3348,126,5.587,43.85,29.07,36.49,0,0,1,1
PDF_06355,2,1,0.0,2,1,0,0,0.0,0.2026,0.1393,134,5.519,32.35,13.24,17.02,0,0,0,1
PDF_06356,1,2,17.94,0,4,0,0,2.34,0.1042,0.1489,65,5.042,30.54,0.65,21.04,0,0,1,1
PDF_06357,2,2,26.5,6,0,0,1,31.08,0.234,0.296,109,5.479,33.81,26.19,10.94,0,0,1,1
PDF_06358,2,3,75.59,8,9,2,0,33.74,0.2998,0.2218,151,7.118,73.19,73.86,55.27,0,0,0,1
PDF_06359,1,2,9.86,5,2,0,0,23.66,0.1676,0.1532,103,5.965,22.07,8.49,33.88,0,0,1,1
PDF_06360,2,1,6.85,2,4,0,1,0.0,0.303,0.4519,100,4.701,28.11,29.99,70.79,1,0,0,1
PDF_06361,1,3,19.73,4,0,1,0,23.51,0.1891,0.0934,125,5.064,26.05,29.47,27.67,0,0,1,1
PDF_06362,0,2,18.81,3,5,0,1,9.97,0.1743,0.1596,115,4.481,14.19,14.38,18.22,0,0,1,1
PDF_06363,2,2,4.85,5,4,1,0,0.0,0.1944,0.1309,57,5.646,24.86,35.03,11.75,0,0,0,1
PDF_06364,1,1,2.15,1,1,1,1,0.0,0.1339,0.2443,61,4.743,4.6,6.31,20.43,0,0,1,1
PDF_06365,1,2,18.98,5,4,1,0,9.65,0.2045,0.2689,101,6.698,30.23,31.17,30.72,0,0,0,1
PDF_06366,1,1,6.48,4,2,0,0,46.91,0.2317,0.1827,119,6.043,17.74,15.85,16.31,0,1,1,1
PDF_06367,2,3,44.43,8,10,0,1,57.19,0.3249,0.1751,129,6.31,55.43,51.2,27.74,0,1,0,1
PDF_06368,1,2,16.89,6,4,0,0,0.0,0.2175,0.1931,92,4.809,17.02,17.13,18.75,0,0,1,1
PDF_06369,1,1,11.67,2,5,0,0,43.74,0.2979,0.2965,89,5.555,5.58,15.83,57.09,1,1,1,1
PDF_06370,2,1,29.75,7,4,3,0,34.22,0.193,0.224,125,5.134,40.01,32.59,31.37,0,1,0,1
PDF_06371,0,1,12.87,5,6,1,0,40.3,0.1336,0.1922,55,6.001,11.03,2.06,17.88,0,1,0,1
PDF_06372,0,1,4.04,1,3,0,0,26.77,0.1774,0.2082,81,5.837,20.82,6.52,8.43,0,1,0,1
PDF_06373,3,3,38.43,7,4,1,1,16.66,0.2316,0.1202,132,6.094,53.35,19.45,26.26,0,0,0,1
PDF_06374,1,2,28.23,8,8,2,0,21.61,0.2748,0.3159,136,5.846,54.66,39.21,15.9,0,0,0,1
PDF_06375,3,2,21.94,4,4,1,0,0.0,0.1954,0.2366,92,4.474,22.9,36.11,36.73,0,0,0,1
PDF_06376,1,2,37.31,9,5,0,1,57.65,0.2348,0.2448,135,6.371,46.09,62.17,23.64,0,1,0,1
PDF_06377,1,4,4.52,4,3,1,0,21.34,0.2494,0.2749,109,5.617,57.67,15.92,22.95,0,0,0,1
PDF_06378,1,2,48.56,8,3,1,0,14.4,0.2633,0.3126,151,6.271,43.52,45.64,33.27,0,0,0,1
PDF_06379,1,2,27.37,8,3,1,0,30.47,0.3413,0.3935,152,5.135,34.66,38.51,82.82,1,0,1,1
PDF_06380,0,2,53.3,8,6,1,0,23.24,0.2739,0.2549,145,5.768,62.92,50.95,43.26,0,0,0,1
PDF_06381,1,3,20.1,2,4,0,1,4.93,0.281,0.2074,118,6.272,43.69,24.8,12.34,0,0,0,1
PDF_06382,1,1,28.78,4,7,1,0,0.0,0.2151,0.2102,121,5.407,50.4,30.18,38.04,0,0,0,1
PDF_06383,1,2,7.51,7,1,1,0,0.0,0.1688,0.1314,151,5.523,33.85,0.0,24.93,0,0,0,1
PDF_06384,1,2,50.75,6,3,2,0,48.48,0.27,0.2092,137,6.513,48.46,28.44,16.6,0,1,0,1
PDF_06385,0,1,10.24,4,2,1,0,42.18,0.1686,0.2797,57,5.308,36.76,4.77,11.44,0,1,1,1
PDF_06386,0,2,29.2,7,4,2,0,4.22,0.3458,0.4089,150,5.468,40.92,35.01,65.52,1,0,0,1
PDF_06387,1,3,39.03,7,6,1,0,30.04,0.2411,0.2687,132,5.756,57.43,41.03,20.02,0,0,0,1
PDF_06388,1,2,31.28,8,3,0,1,54.62,0.3279,0.2863,128,4.811,36.77,25.58,49.18,0,0,1,1
PDF_06389,1,3,21.94,3,5,1,0,47.1,0.3948,0.4742,150,6.002,28.51,22.88,72.12,1,0,1,1
PDF_06390,1,2,40.28,7,7,3,0,27.01,0.2373,0.1539,129,5.941,40.83,38.49,46.14,0,0,0,1
PDF_06391,2,2,52.0,9,4,2,1,17.43,0.2916,0.3279,132,6.344,44.74,45.53,41.65,0,0,0,1
PDF_06392,1,2,26.45,4,5,0,0,24.05,0.2378,0.1144,118,4.714,46.18,7.63,26.48,0,0,0,1
PDF_06393,1,2,9.7,3,4,1,0,28.05,0.1866,0.1683,102,5.978,43.4,0.0,17.55,0,0,0,1
PDF_06394,2,1,17.02,6,6,0,0,14.01,0.356,0.4819,154,6.028,16.33,16.49,75.7,1,0,1,1
PDF_06395,2,2,19.68,3,0,1,0,4.76,0.0599,0.1415,77,5.109,19.85,12.55,3.79,0,0,0,1
PDF_06396,0,2,28.21,7,5,1,0,39.36,0.2275,0.1791,91,5.256,47.23,24.26,24.38,0,1,0,1
PDF_06397,0,3,41.02,9,7,1,0,14.9,0.177,0.3304,163,6.882,42.82,14.1,39.3,0,0,0,1
PDF_06398,2,2,41.89,6,7,1,0,49.43,0.2322,0.2148,157,6.281,55.09,44.03,29.06,0,1,0,1
PDF_06399,0,2,19.47,6,0,0,1,0.0,0.1859,0.1891,67,6.369,23.07,2.79,22.33,0,0,1,1
PDF_06400,2,2,82.73,12,7,3,0,36.36,0.3592,0.3738,180,5.412,63.46,80.79,54.27,0,0,0,1
PDF_06401,0,1,11.1,2,3,0,1,22.18,0.2189,0.173,74,6.596,25.06,10.76,24.1,0,0,1,1
PDF_06402,1,2,48.81,9,4,1,0,14.15,0.2125,0.2837,71,6.864,21.61,17.78,21.71,0,0,0,1
PDF_06403,2,3,47.71,8,2,1,1,26.73,0.2507,0.256,171,6.881,48.79,51.98,32.44,0,0,0,1
PDF_06404,1,2,50.2,9,6,2,0,20.34,0.3405,0.4436,168,4.349,60.21,35.08,81.88,1,0,0,1
PDF_06405,2,2,50.54,7,9,2,0,39.87,0.3088,0.2211,124,5.411,70.15,67.1,29.47,0,0,0,1
PDF_06406,0,1,8.62,2,2,0,1,36.81,0.2024,0.2068,108,5.609,10.81,11.06,25.44,0,1,1,1
PDF_06407,1,2,18.97,5,5,0,0,28.98,0.2142,0.1802,89,5.679,26.19,16.94,17.15,0,0,1,1
PDF_06408,2,1,32.4,7,8,1,0,25.69,0.408,0.3679,192,5.381,58.44,24.07,79.53,1,0,0,1
PDF_06409,2,3,52.47,10,10,1,0,8.68,0.2723,0.2878,102,5.186,64.79,52.67,38.31,0,0,0,1
PDF_06410,1,2,39.49,7,4,1,0,19.81,0.312,0.1345,129,6.239,40.06,28.78,35.83,0,0,0,1
PDF_06411,0,2,54.17,5,7,1,0,7.2,0.3185,0.38,127,5.77,34.8,21.5,63.9,1,0,0,1
PDF_06412,1,2,2.31,6,3,2,0,2.89,0.3508,0.3216,146,5.901,57.92,23.95,69.24,1,0,0,1
PDF_06413,1,2,50.57,12,9,1,0,10.36,0.2658,0.1735,105,6.275,65.59,49.99,22.58,0,0,0,1
PDF_06414,0,1,1.96,0,2,1,0,16.36,0.2364,0.1803,71,4.872,27.01,0.0,4.63,0,0,0,1
PDF_06415,2,2,70.83,13,6,1,0,21.82,0.4587,0.4281,172,7.29,55.17,54.53,96.22,1,0,0,1
PDF_06416,1,3,27.82,9,5,1,0,32.07,0.2296,0.2053,129,6.137,31.24,28.24,29.07,0,0,1,1
PDF_06417,1,2,20.41,5,5,0,0,55.96,0.232,0.3039,94,5.933,53.06,34.6,32.49,0,1,0,1
PDF_06418,2,3,54.9,8,10,2,1,13.28,0.3328,0.281,152,6.033,62.11,28.89,43.05,0,0,0,1
PDF_06419,1,2,26.16,5,6,2,0,5.81,0.3417,0.3643,100,5.594,32.17,11.7,57.95,1,0,0,1
PDF_06420,1,2,32.3,8,5,1,0,6.72,0.1602,0.2211,137,5.505,41.88,25.88,36.25,0,0,0,1
PDF_06421,2,2,25.75,8,6,0,0,28.98,0.2184,0.1864,92,6.403,29.69,53.21,37.13,0,0,0,1
PDF_06422,0,2,8.46,1,2,0,0,0.0,0.2194,0.0647,105,6.211,31.19,0.0,9.25,0,0,1,1
PDF_06423,2,1,24.16,2,7,1,0,2.32,0.2231,0.1718,132,4.567,37.86,28.05,16.88,0,0,0,1
PDF_06424,1,2,44.55,3,7,1,0,43.16,0.4032,0.4129,161,5.843,46.53,48.86,68.81,1,0,0,1
PDF_06425,3,2,23.9,4,4,1,0,40.44,0.2281,0.2335,131,5.909,16.05,31.2,44.48,0,0,1,1
PDF_06426,2,3,37.08,8,8,1,0,22.1,0.3091,0.2557,141,6.291,83.12,81.04,24.9,0,0,0,1
PDF_06427,2,3,45.27,10,7,2,0,24.03,0.243,0.1978,127,6.601,64.49,60.25,31.59,0,0,0,1
PDF_06428,1,2,22.51,5,2,1,0,38.8,0.2228,0.2487,131,6.541,30.91,16.75,26.98,0,1,1,1
PDF_06429,1,2,20.66,6,4,1,0,12.74,0.2363,0.1728,107,5.323,50.07,31.45,25.73,0,0,0,1
PDF_06430,0,2,15.8,9,3,1,1,36.8,0.2877,0.2147,118,7.776,28.5,37.26,44.22,0,0,1,1
PDF_06431,2,1,0.0,3,0,0,0,0.0,0.1159,0.0849,103,4.897,16.4,1.9,10.77,0,0,1,1
PDF_06432,2,2,7.07,4,1,1,0,0.0,0.2097,0.2138,86,5.493,42.52,12.65,17.58,0,0,0,1
PDF_06433,2,2,44.4,8,6,3,0,33.48,0.3456,0.1431,106,4.218,49.46,66.28,41.82,0,0,0,1
PDF_06434,2,2,24.51,5,5,0,0,68.15,0.4175,0.4042,108,5.61,39.27,24.48,69.21,1,1,1,1
PDF_06435,1,3,58.86,7,6,1,0,72.62,0.2719,0.2978,187,6.122,52.89,44.76,31.96,0,1,0,1
PDF_06436,0,2,5.08,4,3,0,0,3.58,0.2543,0.4232,104,7.011,28.25,17.86,61.26,1,0,1,1
PDF_06437,2,2,32.48,4,4,1,0,5.49,0.2097,0.2914,120,5.601,57.15,18.05,25.52,0,0,0,1
PDF_06438,2,1,29.5,2,4,1,0,27.9,0.1935,0.26,89,5.57,37.78,29.25,7.94,0,0,0,1
PDF_06439,0,1,29.91,5,6,2,0,31.34,0.1986,0.1779,80,5.225,46.13,21.67,12.73,0,1,0,1
PDF_06440,0,2,10.79,1,4,2,1,42.45,0.1196,0.2098,93,7.221,33.91,11.34,4.45,0,1,0,1
PDF_06441,0,3,13.56,3,2,0,0,22.28,0.1437,0.2514,121,5.177,24.37,11.93,22.11,0,1,1,1
PDF_06442,1,2,6.67,3,2,0,0,3.56,0.2057,0.1629,115,6.066,26.72,2.79,23.41,0,0,1,1
PDF_06443,2,1,0.0,3,2,0,0,20.63,0.1579,0.1871,50,4.484,16.87,0.0,26.49,0,1,1,1
PDF_06444,2,3,28.77,9,2,1,0,58.86,0.3196,0.3695,111,5.564,53.08,32.54,72.21,1,1,0,1
PDF_06445,1,3,49.35,10,3,3,0,8.73,0.2885,0.2022,119,6.061,50.49,37.41,21.7,0,0,0,1
PDF_06446,0,2,21.14,8,4,2,0,9.3,0.372,0.4089,136,6.307,25.22,0.0,74.41,1,0,0,1
PDF_06447,1,1,47.65,9,7,1,0,56.87,0.3869,0.4645,117,5.844,51.73,29.04,70.97,1,1,0,1
PDF_06448,1,2,44.18,7,5,1,0,27.47,0.3025,0.3121,107,6.33,66.15,20.81,34.16,0,0,0,1
PDF_06449,2,2,26.85,5,3,1,0,31.35,0.2349,0.2709,120,5.472,58.59,33.91,25.22,0,0,0,1
PDF_06450,0,2,6.87,0,5,1,0,0.0,0.2001,0.2083,71,5.026,30.01,29.55,3.43,0,0,0,1
PDF_06451,1,3,10.25,6,1,0,0,0.0,0.2548,0.1398,117,5.822,18.27,24.9,20.02,0,0,1,1
PDF_06452,0,3,20.31,1,5,0,0,52.37,0.3134,0.3747,92,5.771,36.32,32.14,34.18,0,1,1,1
PDF_06453,2,2,52.16,8,5,2,0,25.36,0.2828,0.4092,123,7.504,45.04,46.61,72.96,1,0,0,1
PDF_06454,0,3,0.0,6,6,0,0,0.0,0.173,0.3413,102,5.684,12.43,0.0,58.29,1,0,0,1
PDF_06455,1,2,53.86,8,6,1,0,70.17,0.2969,0.2108,109,5.719,40.21,37.31,35.34,0,1,0,1
PDF_06456,2,3,60.07,10,5,2,0,30.81,0.3189,0.1949,163,6.01,47.19,33.41,37.15,0,1,0,1
PDF_06457,0,2,19.86,4,6,2,0,46.67,0.1954,0.2938,92,5.937,37.42,19.72,8.02,0,1,0,1
PDF_06458,1,2,0.0,5,4,0,1,0.0,0.0795,0.1944,24,5.249,9.1,10.44,9.24,0,0,0,1
PDF_06459,1,1,3.62,5,8,1,0,13.08,0.3065,0.3581,140,5.795,47.1,27.9,100.0,1,0,0,1
PDF_06460,1,2,52.42,10,9,1,0,35.56,0.3696,0.463,192,6.029,73.48,64.36,88.72,1,0,0,1
PDF_06461,1,2,42.31,4,8,2,0,33.17,0.245,0.1912,142,5.705,51.91,36.53,27.22,0,0,0,1
PDF_06462,2,3,55.25,6,8,2,0,15.38,0.284,0.2458,160,6.377,52.21,69.73,38.67,0,0,0,1
PDF_06463,1,2,28.82,2,3,1,0,63.74,0.3438,0.3324,141,4.837,33.02,33.13,61.42,1,1,0,1
PDF_06464,2,3,59.36,11,11,3,0,38.84,0.423,0.4858,174,6.021,40.21,30.1,70.11,1,0,0,1
PDF_06465,1,2,55.15,4,5,2,0,28.21,0.1863,0.2288,120,6.2,46.36,39.86,42.19,0,0,0,1
PDF_06466,0,3,27.99,6,3,1,0,61.57,0.2973,0.218,171,7.33,29.12,33.93,44.26,0,1,1,1
PDF_06467,2,2,47.01,9,6,2,0,59.41,0.2278,0.2604,158,6.455,85.07,89.92,41.3,0,1,0,1
PDF_06468,0,1,18.74,7,0,1,1,10.99,0.1814,0.1334,62,6.642,22.49,9.68,14.82,0,0,0,1
PDF_06469,1,2,61.91,6,4,1,0,56.31,0.2948,0.2377,98,5.987,37.58,10.08,13.97,0,1,0,1
PDF_06470,3,2,79.94,9,4,2,0,35.34,0.2926,0.1939,172,5.132,63.15,52.14,22.51,0,0,0,1
PDF_06471,0,2,24.99,4,0,0,0,0.0,0.2399,0.2584,91,4.443,33.59,14.36,22.08,0,0,1,1
PDF_06472,0,2,28.15,7,7,2,1,5.27,0.2133,0.2179,110,6.242,41.6,14.49,27.97,0,0,0,1
PDF_06473,2,3,43.43,9,4,1,0,48.85,0.3534,0.2614,207,5.731,50.86,48.74,50.67,0,0,1,1
PDF_06474,0,2,50.04,4,0,1,0,28.01,0.2456,0.2101,137,5.962,36.68,33.27,14.6,0,0,0,1
PDF_06475,2,3,82.95,10,9,4,0,41.6,0.3339,0.2862,152,5.785,77.2,40.24,43.59,0,0,0,1
PDF_06476,1,2,21.87,8,4,1,0,41.76,0.3086,0.2293,87,5.211,42.33,15.48,23.72,0,1,0,1
PDF_06477,0,2,64.9,12,5,1,0,13.99,0.3112,0.2996,162,4.773,62.02,55.08,48.42,0,0,0,1
PDF_06478,3,3,42.0,7,5,2,0,19.93,0.2994,0.2766,137,6.861,56.02,37.39,37.61,0,0,0,1
PDF_06479,1,3,26.82,7,7,2,0,20.42,0.2853,0.2842,111,4.268,44.98,25.71,41.36,0,0,0,1
PDF_06480,1,2,19.78,5,5,1,0,22.31,0.165,0.2639,91,5.901,47.05,32.05,19.12,0,0,0,1
PDF_06481,1,2,31.31,6,6,1,1,50.78,0.1748,0.1354,72,5.466,27.6,21.31,42.89,0,1,0,1
PDF_06482,2,2,25.35,7,4,2,0,40.51,0.1694,0.197,110,6.02,18.82,17.68,31.83,0,1,0,1
PDF_06483,1,1,10.22,2,5,0,1,0.0,0.2675,0.3971,63,5.653,22.15,10.59,40.08,1,0,0,1
PDF_06484,0,1,38.57,5,2,0,0,0.0,0.1821,0.2587,65,6.028,19.88,22.27,40.8,0,0,0,1
PDF_06485,1,2,41.4,7,7,1,0,31.23,0.208,0.2441,90,5.408,42.05,50.87,36.93,0,1,0,1
PDF_06486,1,3,28.19,5,1,1,0,35.18,0.3158,0.3017,140,7.448,23.01,27.4,31.08,0,0,1,1
PDF_06487,1,2,42.57,5,8,1,0,16.96,0.2523,0.2741,153,5.911,54.75,33.47,45.41,0,0,0,1
PDF_06488,0,2,16.93,3,3,0,0,0.0,0.2494,0.2045,145,6.859,24.14,17.4,22.91,0,0,1,1
PDF_06489,1,2,45.79,5,4,1,0,67.98,0.242,0.2056,113,4.87,43.22,13.31,31.1,0,1,0,1
PDF_06490,2,2,32.81,5,3,0,1,4.69,0.2664,0.254,121,6.596,32.06,23.08,36.65,0,0,1,1
PDF_06491,1,2,0.0,2,1,0,0,0.0,0.1581,0.1489,45,5.67,22.91,0.0,21.7,0,0,0,1
PDF_06492,1,2,39.78,6,3,1,0,35.69,0.2257,0.1381,85,5.901,58.93,51.34,16.39,0,0,0,1
PDF_06493,1,1,19.81,5,6,0,0,0.0,0.2075,0.1549,110,6.073,35.11,23.39,37.91,0,0,1,1
PDF_06494,0,3,28.58,11,2,1,0,17.29,0.2412,0.1194,67,6.522,39.41,29.1,42.1,0,1,0,1
PDF_06495,0,1,14.02,4,4,0,0,0.0,0.0957,0.2056,109,6.235,22.97,0.0,14.18,0,0,0,1
PDF_06496,2,3,48.35,8,5,1,0,17.08,0.2442,0.127,134,6.255,51.03,30.97,40.84,0,0,0,1
PDF_06497,1,1,8.09,1,1,0,0,24.68,0.161,0.0806,74,6.16,12.58,0.0,4.37,0,1,1,1
PDF_06498,2,2,17.41,3,0,0,0,0.0,0.1995,0.2549,78,5.291,21.06,4.49,10.81,0,0,0,1
PDF_06499,1,2,7.61,5,4,1,0,21.7,0.1948,0.1348,42,5.932,26.55,17.12,14.98,0,1,0,1
PDF_06500,1,1,9.89,0,0,1,0,13.73,0.1696,0.196,87,6.367,31.64,22.9,34.86,0,0,1,1
PDF_06501,0,1,24.74,4,6,0,0,17.59,0.229,0.2097,92,5.878,35.8,6.73,0.0,0,1,0,1
PDF_06502,1,2,53.41,11,4,1,0,59.63,0.2895,0.1911,160,6.155,59.25,50.9,40.53,0,1,0,1
PDF_06503,1,4,48.8,9,4,3,0,28.94,0.3361,0.2537,188,6.254,60.76,37.62,23.92,0,0,0,1
PDF_06504,0,1,17.67,7,3,1,0,34.58,0.2784,0.361,109,6.339,40.87,29.53,58.14,1,1,0,1
PDF_06505,0,1,25.74,8,4,0,0,22.36,0.169,0.1896,101,5.678,39.6,33.86,28.74,0,1,0,1
PDF_06506,1,2,89.78,10,6,2,0,30.27,0.3878,0.2026,150,6.859,63.23,51.15,33.0,0,0,0,1
PDF_06507,1,2,12.97,8,2,1,0,6.62,0.2541,0.1966,80,6.722,5.03,12.86,11.71,0,0,0,1
PDF_06508,0,1,26.86,4,0,0,0,6.17,0.1989,0.1547,116,6.085,29.02,9.95,28.57,0,0,1,1
PDF_06509,1,1,0.0,5,0,0,1,0.0,0.1727,0.0947,72,5.572,13.01,0.0,17.2,0,0,1,1
PDF_06510,0,1,50.83,9,7,1,0,28.62,0.2068,0.2734,135,5.102,28.33,58.13,25.25,0,0,0,1
PDF_06511,0,2,20.37,4,4,1,0,0.0,0.2189,0.2769,92,6.241,22.51,18.25,21.13,0,0,1,1
PDF_06512,1,1,23.5,7,4,2,0,1.9,0.21,0.2093,84,5.235,44.77,20.85,15.58,0,0,0,1
PDF_06513,2,3,74.07,14,7,3,0,57.97,0.355,0.3099,182,6.4,88.54,78.29,51.16,0,0,0,1
PDF_06514,1,2,34.53,5,5,0,0,22.21,0.242,0.1991,109,6.388,52.63,31.84,18.36,0,0,0,1
PDF_06515,0,2,3.4,5,6,0,0,0.0,0.1047,0.1371,78,6.472,3.61,0.0,0.0,0,0,0,1
PDF_06516,2,3,26.85,6,7,1,0,0.0,0.1757,0.1786,100,6.365,10.36,1.89,2.92,0,0,0,1
