doc_id,ela_score,dct_score,metadata_flag_count,clone_ratio,text_alignment_score,font_inconsistency,signature_mismatch,noise_hotspots,color_patch_score,ai_artifact_score,compression_mismatch,label
DOC_0530,87.19,71.39,3,0.1373,74.7,71.2,72.29,56.26,85.94,20.47,71.86,1
DOC_0531,92.55,85.77,3,0.2,74.19,93.06,-1.0,87.5,87.44,0.06,87.16,1
DOC_0532,5.94,44.57,0,0.0502,9.36,11.77,-1.0,12.02,4.95,10.76,55.29,1
DOC_0533,100.0,56.75,4,0.1158,46.51,53.12,68.6,55.51,64.67,9.22,53.61,1
DOC_0534,81.3,89.92,1,0.205,100.0,79.09,-1.0,96.68,90.3,31.49,72.34,1
DOC_0535,31.85,46.03,0,0.0156,51.93,47.27,-1.0,20.68,17.94,0.0,22.23,1
DOC_0536,11.17,61.28,0,0.0499,19.9,37.36,60.78,16.43,22.43,16.15,22.62,1
DOC_0537,81.94,84.79,1,0.1868,67.92,74.49,74.08,78.72,70.73,25.07,82.88,1
DOC_0538,47.29,50.95,2,0.0474,57.2,29.25,-1.0,23.58,15.75,20.32,30.77,1
DOC_0539,52.58,9.24,1,0.0321,21.97,20.01,48.36,10.12,29.87,0.0,22.55,1
DOC_0540,88.01,68.21,4,0.1642,80.92,79.57,-1.0,33.71,63.04,25.66,66.21,1
DOC_0541,41.91,9.73,0,0.0,31.23,29.18,10.37,28.5,23.25,79.72,7.74,1
DOC_0542,40.67,41.59,2,0.0795,46.75,27.83,100.0,11.7,37.99,10.94,26.18,1
DOC_0543,58.86,87.34,4,0.1102,92.16,89.32,90.82,64.1,74.4,8.66,92.73,1
DOC_0544,63.86,86.42,3,0.1953,52.75,83.38,-1.0,94.54,76.79,37.97,58.25,1
DOC_0545,37.5,36.51,2,0.2726,54.98,45.96,-1.0,29.36,70.82,14.56,74.57,1
DOC_0546,30.1,4.96,1,0.0104,30.29,39.77,-1.0,21.95,40.97,5.46,34.45,1
DOC_0547,52.58,52.44,1,0.0369,15.9,16.27,87.55,55.13,6.79,12.18,47.37,1
DOC_0548,61.1,78.58,0,0.1535,27.63,48.56,-1.0,42.5,79.36,0.0,62.12,1
DOC_0549,28.41,8.47,0,0.0206,49.44,0.0,48.05,32.24,34.89,2.99,39.25,1
DOC_0550,77.37,55.14,3,0.1578,91.94,79.12,56.54,76.22,55.25,10.58,70.38,1
DOC_0551,50.77,30.41,1,0.0222,37.62,38.24,4.17,38.24,14.42,6.68,19.86,1
DOC_0552,31.77,26.97,0,0.034,29.38,54.09,76.79,20.6,1.7,11.26,30.47,1
DOC_0553,81.02,91.89,4,0.2013,88.36,81.1,79.42,70.09,74.91,26.13,60.19,1
DOC_0554,7.08,34.2,2,0.0696,36.99,21.44,1.58,8.51,21.12,10.11,37.89,1
DOC_0555,26.13,46.66,0,0.0,2.08,38.27,-1.0,17.88,8.79,77.31,24.49,1
DOC_0556,29.93,41.27,2,0.0462,25.28,39.14,-1.0,20.92,29.33,2.54,16.04,1
DOC_0557,90.26,74.68,1,0.205,73.77,75.79,61.58,66.24,74.21,0.0,51.4,1
DOC_0558,50.38,30.94,2,0.079,37.23,27.24,92.01,38.67,25.0,12.67,41.23,1
DOC_0559,35.6,33.4,1,0.0183,62.33,47.8,42.24,34.0,28.03,7.4,29.07,1
DOC_0560,64.94,18.9,4,0.121,42.65,32.52,62.25,49.1,67.74,12.42,70.64,1
DOC_0561,55.21,85.86,1,0.105,68.32,47.6,-1.0,51.84,37.95,4.13,77.5,1
DOC_0562,75.44,74.31,3,0.1618,55.75,12.73,-1.0,49.2,53.82,1.75,67.67,1
DOC_0563,74.46,41.61,2,0.0703,47.76,52.69,64.1,87.63,56.32,26.5,63.88,1
DOC_0564,57.33,53.31,1,0.083,43.9,63.58,22.96,78.38,40.71,2.48,37.4,1
DOC_0565,28.67,28.44,0,0.0327,20.59,13.45,39.41,25.02,34.7,73.63,37.15,1
DOC_0566,35.99,9.67,0,0.0674,38.75,20.42,40.43,15.29,15.36,92.53,24.83,1
DOC_0567,100.0,80.42,2,0.2881,67.08,77.49,-1.0,87.87,60.64,26.63,43.12,1
DOC_0568,68.2,22.95,2,0.0592,23.23,7.7,100.0,23.6,37.96,20.48,29.67,1
DOC_0569,40.46,42.7,1,0.0143,48.98,30.75,17.53,19.28,3.09,13.76,57.61,1
DOC_0570,41.96,35.31,0,0.0275,32.81,26.46,-1.0,14.84,23.14,83.27,33.33,1
DOC_0571,43.39,33.09,1,0.0176,15.66,63.32,52.8,28.58,42.39,4.96,38.04,1
DOC_0572,56.24,51.69,3,0.169,52.21,70.75,-1.0,70.94,56.75,12.73,62.2,1
DOC_0573,55.47,7.31,3,0.0146,48.08,13.24,-1.0,10.39,38.35,0.0,37.56,1
DOC_0574,39.78,24.44,1,0.0078,27.95,7.26,88.3,52.43,39.39,11.35,23.17,1
DOC_0575,83.91,71.65,3,0.3612,100.0,82.91,83.82,76.49,72.26,10.7,85.19,1
DOC_0576,31.56,42.02,1,0.0108,27.7,7.37,-1.0,28.47,10.54,68.15,30.38,1
DOC_0577,53.97,48.16,2,0.0737,55.49,41.1,-1.0,33.86,61.48,18.4,49.7,1
DOC_0578,46.97,29.76,4,0.0358,76.39,58.47,89.15,52.48,71.08,9.59,16.05,1
DOC_0579,69.28,61.27,1,0.0765,51.01,54.59,46.71,52.41,14.0,13.76,48.29,1
DOC_0580,33.9,16.98,1,0.0,25.49,44.71,44.44,21.78,33.8,3.04,28.92,1
DOC_0581,63.62,89.46,2,0.3596,100.0,84.17,65.03,65.99,54.89,20.38,96.99,1
DOC_0582,10.66,16.54,1,0.0235,27.41,17.27,20.77,16.14,25.89,74.75,36.43,1
DOC_0583,65.4,17.28,1,0.0218,16.72,12.71,-1.0,0.0,16.18,77.6,19.83,1
DOC_0584,98.68,95.79,4,0.2209,66.23,89.4,97.2,71.13,67.46,0.0,80.92,1
DOC_0585,52.31,9.69,2,0.0463,21.81,9.32,-1.0,16.6,14.75,93.0,15.66,1
DOC_0586,73.3,69.25,3,0.1913,63.3,93.77,63.24,73.68,65.75,3.1,62.93,1
DOC_0587,57.32,12.56,2,0.0763,33.14,79.03,70.01,25.83,54.42,23.9,74.03,1
DOC_0588,32.45,28.73,0,0.0379,30.38,13.84,54.16,21.91,17.87,4.61,50.07,1
DOC_0589,73.22,24.52,4,0.1023,47.85,67.77,-1.0,29.62,72.25,14.56,48.87,1
DOC_0590,81.83,74.99,3,0.1554,73.3,97.05,55.8,100.0,85.69,11.57,59.32,1
DOC_0591,27.59,20.0,0,0.0744,32.13,29.02,43.86,9.39,11.12,86.54,15.31,1
DOC_0592,79.2,97.71,4,0.1322,73.66,96.36,44.57,68.2,63.24,19.0,43.05,1
DOC_0593,84.63,95.57,3,0.1402,65.29,93.04,66.23,37.21,57.47,15.58,88.09,1
DOC_0594,9.73,36.12,2,0.0574,29.99,15.93,55.26,17.13,39.4,0.0,20.45,1
DOC_0595,36.71,59.22,4,0.0597,44.12,56.57,-1.0,38.12,45.41,24.38,68.66,1
DOC_0596,61.97,24.2,1,0.01,28.52,15.66,-1.0,15.98,36.53,86.45,33.09,1
DOC_0597,47.29,44.64,0,0.0506,8.28,29.34,-1.0,36.17,33.82,8.44,37.65,1
DOC_0598,81.76,68.26,4,0.1619,67.47,85.33,52.0,76.66,56.79,23.49,62.76,1
DOC_0599,69.8,73.94,3,0.2062,95.26,83.65,-1.0,44.81,92.54,33.76,59.91,1
DOC_0600,46.1,52.68,2,0.0379,26.02,23.41,71.28,75.65,36.24,13.68,47.23,1
DOC_0601,90.51,78.31,4,0.1923,74.62,88.42,100.0,78.95,93.49,18.22,76.44,1
DOC_0602,37.72,21.85,3,0.0459,50.87,0.0,-1.0,39.77,34.56,1.79,38.5,1
DOC_0603,81.49,54.46,2,0.2023,59.33,44.36,89.29,46.77,62.99,23.16,65.84,1
DOC_0604,40.48,17.74,0,0.0521,23.85,38.5,6.89,26.32,26.72,10.85,21.07,1
DOC_0605,27.31,47.79,0,0.0,37.64,26.33,38.17,7.91,22.16,11.15,4.33,1
DOC_0606,18.0,22.48,1,0.0584,16.49,0.0,71.9,30.92,23.86,11.24,24.42,1
DOC_0607,59.88,57.73,1,0.1729,40.23,75.62,-1.0,69.33,75.98,14.41,51.02,1
DOC_0608,30.29,15.9,3,0.0517,23.22,12.0,85.87,20.69,21.66,9.5,23.73,1
DOC_0609,89.9,75.26,4,0.2717,100.0,80.82,58.91,58.24,69.43,38.02,67.69,1
DOC_0610,86.32,86.5,5,0.1189,89.62,73.89,-1.0,25.25,81.62,38.54,74.07,1
DOC_0611,11.0,23.0,0,0.0555,16.9,33.16,-1.0,42.32,48.83,32.92,17.37,1
DOC_0612,100.0,48.62,3,0.1278,48.56,58.58,-1.0,75.14,53.97,16.42,63.55,1
DOC_0613,76.73,25.21,2,0.0,66.07,56.68,-1.0,75.95,52.83,1.6,46.26,1
DOC_0614,34.19,34.75,1,0.0785,94.5,80.08,70.36,58.03,65.17,12.88,64.76,1
DOC_0615,52.59,55.04,0,0.0879,52.16,48.02,-1.0,39.6,63.42,28.11,76.08,1
DOC_0616,37.89,78.21,4,0.1415,28.06,53.85,48.97,62.95,79.23,13.25,79.48,1
DOC_0617,25.72,43.89,1,0.0,11.5,25.79,-1.0,6.67,31.34,13.29,16.82,1
DOC_0618,75.94,69.5,2,0.1405,74.46,46.23,-1.0,76.34,92.79,14.59,93.86,1
DOC_0619,29.1,26.67,2,0.0598,21.24,15.46,-1.0,36.36,21.44,6.76,45.86,1
DOC_0620,100.0,87.74,3,0.2347,78.54,94.64,-1.0,69.28,49.98,8.71,64.94,1
DOC_0621,81.13,100.0,2,0.1561,80.66,86.59,67.58,86.14,73.66,34.39,84.71,1
DOC_0622,73.51,100.0,1,0.2895,100.0,77.16,72.83,65.41,84.01,30.78,79.99,1
DOC_0623,83.22,97.98,5,0.2913,75.01,73.99,-1.0,62.34,92.83,10.67,61.64,1
DOC_0624,100.0,91.73,3,0.2804,75.64,79.8,-1.0,20.92,72.08,6.58,72.84,1
DOC_0625,32.0,56.49,1,0.2255,38.35,74.63,78.89,24.05,29.74,14.16,95.57,1
DOC_0626,25.57,29.43,2,0.0248,33.19,26.12,48.98,16.45,17.52,0.0,31.17,1
DOC_0627,69.04,65.87,2,0.2691,70.48,84.25,-1.0,70.75,60.12,19.05,74.11,1
DOC_0628,63.96,91.95,3,0.2416,70.58,100.0,77.99,58.72,62.87,0.0,74.16,1
DOC_0629,56.68,75.45,3,0.1964,62.8,75.59,-1.0,25.74,59.23,0.0,50.19,1
DOC_0630,33.28,24.71,3,0.0432,25.94,24.38,38.51,37.84,39.95,13.48,32.33,1
DOC_0631,6.66,31.82,1,0.0,15.07,26.28,87.5,69.85,25.55,8.41,53.94,1
DOC_0632,27.17,28.33,2,0.0567,53.44,43.77,64.1,48.72,91.45,10.75,52.63,1
DOC_0633,54.76,58.14,4,0.1627,40.86,57.09,63.06,53.81,51.15,0.0,100.0,1
DOC_0634,90.74,68.25,2,0.0906,82.16,75.7,-1.0,67.23,51.86,21.88,81.55,1
DOC_0635,72.08,81.93,4,0.2574,71.47,76.96,-1.0,51.37,76.85,23.55,75.93,1
DOC_0636,75.89,46.46,5,0.0785,100.0,99.46,-1.0,64.16,91.86,9.92,68.52,1
DOC_0637,92.51,83.7,5,0.1823,91.45,98.0,-1.0,68.11,86.89,18.99,71.9,1
DOC_0638,66.06,79.68,3,0.2646,85.59,88.82,-1.0,63.29,70.36,38.98,80.36,1
DOC_0639,47.78,56.16,3,0.2424,57.27,0.0,-1.0,38.27,46.09,10.27,42.2,1
DOC_0640,100.0,97.07,2,0.2698,85.7,74.13,57.33,76.12,86.47,16.46,60.98,1
DOC_0641,23.86,45.76,1,0.0004,37.6,28.54,92.49,48.82,24.24,8.54,70.79,1
DOC_0642,54.05,68.23,1,0.0,56.83,80.87,39.15,68.45,37.23,31.16,37.63,1
DOC_0643,30.55,31.86,2,0.0,24.23,22.2,41.19,64.53,34.12,6.73,15.21,1
DOC_0644,59.44,67.7,4,0.4283,88.42,85.42,-1.0,60.22,98.06,16.11,70.79,1
DOC_0645,1.76,25.65,0,0.0407,30.98,19.71,-1.0,12.68,16.11,64.51,28.78,1
DOC_0646,97.36,69.07,1,0.1716,45.91,35.67,18.25,33.93,72.0,16.52,36.57,1
DOC_0647,25.5,5.13,1,0.0677,20.6,34.67,40.53,37.74,23.77,75.75,35.33,1
DOC_0648,81.26,46.36,2,0.1177,46.54,30.57,-1.0,35.75,100.0,17.42,39.68,1
DOC_0649,71.82,68.84,4,0.1431,54.24,53.42,-1.0,15.82,31.17,33.08,84.55,1
DOC_0650,59.05,84.93,1,0.0843,68.92,72.61,-1.0,54.7,67.82,25.31,61.99,1
DOC_0651,70.36,63.77,5,0.1929,92.57,81.85,75.9,38.15,78.65,14.24,76.42,1
DOC_0652,89.01,95.41,3,0.269,72.98,86.37,99.49,67.15,61.53,12.36,63.7,1
DOC_0653,55.48,45.85,1,0.0677,12.11,26.49,93.59,36.62,43.07,7.28,44.19,1
DOC_0654,39.36,26.19,2,0.0989,52.71,38.17,41.29,69.87,63.12,0.42,57.27,1
DOC_0655,74.81,42.27,1,0.0082,6.96,21.96,-1.0,26.11,28.25,83.94,8.86,1
DOC_0656,57.03,72.44,4,0.124,74.64,70.01,-1.0,10.5,84.9,3.44,100.0,1
DOC_0657,100.0,64.1,2,0.1737,81.54,81.35,-1.0,74.72,78.54,5.98,78.16,1
DOC_0658,25.55,6.51,3,0.0466,15.32,2.65,31.34,33.77,14.87,11.72,27.59,1
DOC_0659,100.0,77.94,3,0.2011,62.26,83.88,59.23,98.62,80.71,19.43,58.02,1
DOC_0660,85.24,78.44,4,0.1491,70.5,70.99,82.98,73.06,83.46,1.78,53.24,1
DOC_0661,37.26,51.8,3,0.1693,49.9,69.66,-1.0,63.69,42.72,0.0,53.63,1
DOC_0662,50.54,47.35,3,0.1192,31.18,95.43,33.74,49.41,74.49,14.58,49.99,1
DOC_0663,63.22,73.4,2,0.0625,14.18,28.85,80.77,54.0,18.35,11.09,29.67,1
DOC_0664,70.15,88.9,4,0.3157,99.44,79.37,39.09,96.43,70.32,4.28,67.72,1
DOC_0665,40.58,20.27,2,0.047,28.07,36.41,-1.0,12.87,41.46,4.93,45.8,1
DOC_0666,25.2,34.83,0,0.01,3.7,38.68,-1.0,36.12,20.65,2.94,9.8,1
DOC_0667,33.76,51.36,2,0.0205,32.48,30.23,58.83,27.98,33.75,7.43,10.93,1
DOC_0668,73.79,79.89,5,0.2512,69.19,77.42,72.09,69.22,90.5,13.65,67.64,1
DOC_0669,36.74,41.64,2,0.1145,63.53,64.88,72.2,50.31,75.93,10.99,67.77,1
DOC_0670,72.85,58.75,4,0.1101,45.22,83.11,32.17,60.03,24.0,7.8,62.4,1
DOC_0671,64.57,76.86,4,0.0647,51.06,46.12,58.25,11.4,62.76,16.74,43.87,1
DOC_0672,10.71,35.56,2,0.0105,0.0,8.72,36.83,11.0,17.91,95.46,8.64,1
DOC_0673,75.97,44.04,0,0.0754,19.14,37.27,72.21,28.88,26.27,13.21,8.43,1
DOC_0674,79.64,62.46,3,0.0247,84.04,19.86,44.16,31.6,65.37,39.64,53.04,1
DOC_0675,39.41,18.17,1,0.0142,37.7,20.6,65.81,9.24,19.49,7.15,50.51,1
DOC_0676,28.59,29.3,2,0.0078,11.65,39.3,-1.0,15.36,34.48,7.74,44.74,1
DOC_0677,34.06,57.08,3,0.035,0.42,0.0,37.59,20.89,23.04,24.72,42.58,1
DOC_0678,37.91,23.42,3,0.0734,11.91,17.73,100.0,36.02,31.52,30.45,17.01,1
DOC_0679,91.56,99.97,5,0.1104,66.24,93.46,91.11,66.99,90.71,14.58,84.63,1
DOC_0680,84.49,85.35,3,0.322,100.0,84.64,-1.0,81.07,78.58,6.79,91.32,1
DOC_0681,52.45,34.06,3,0.041,22.94,26.68,53.12,30.36,24.57,9.72,42.68,1
DOC_0682,100.0,63.2,2,0.3217,76.58,90.48,81.72,46.35,82.93,35.44,81.29,1
DOC_0683,84.46,84.91,3,0.1074,57.53,85.71,58.79,77.66,76.05,23.23,60.79,1
DOC_0684,78.29,82.3,5,0.2294,52.81,64.77,75.6,61.23,72.17,20.93,45.67,1
DOC_0685,63.17,72.36,2,0.1344,59.52,96.72,-1.0,69.97,86.39,38.51,62.29,1
DOC_0686,56.41,50.1,2,0.1785,39.08,68.75,71.88,63.14,48.24,8.44,77.85,1
DOC_0687,50.04,60.29,3,0.0,60.58,80.02,-1.0,50.84,46.81,25.16,58.37,1
DOC_0688,58.84,69.04,3,0.206,49.68,51.51,36.13,45.82,75.56,26.57,51.91,1
DOC_0689,73.18,91.47,3,0.2725,100.0,77.05,58.81,78.19,64.06,0.0,66.07,1
DOC_0690,28.76,28.14,1,0.0538,23.76,28.21,-1.0,39.07,40.25,3.47,13.85,1
DOC_0691,33.96,40.89,1,0.0157,28.78,23.14,-1.0,29.85,35.21,11.15,34.63,1
DOC_0692,59.36,67.34,3,0.1123,58.08,88.22,73.54,56.77,43.32,23.84,30.41,1
DOC_0693,15.02,36.7,0,0.0112,32.31,32.79,-1.0,32.48,25.77,5.63,11.1,1
DOC_0694,67.72,50.88,3,0.0514,26.83,9.86,84.72,49.53,45.18,8.63,14.59,1
DOC_0695,18.66,57.94,1,0.027,18.72,26.49,44.65,44.54,18.25,21.14,26.06,1
DOC_0696,17.37,35.49,2,0.0309,8.87,36.7,43.64,12.82,16.84,9.38,31.23,1
DOC_0697,12.48,27.71,2,0.0,22.8,35.77,34.26,30.62,29.63,7.69,39.47,1
DOC_0698,58.23,38.14,1,0.0219,13.09,8.52,100.0,42.96,33.65,3.54,47.35,1
DOC_0699,56.13,58.86,1,0.1179,42.34,42.92,40.4,62.17,67.32,6.2,40.23,1
DOC_0700,54.43,60.08,4,0.0657,24.79,71.15,-1.0,82.3,62.07,4.12,52.77,1
DOC_0701,14.58,41.0,1,0.0344,8.64,29.25,-1.0,24.27,14.16,15.02,29.32,1
DOC_0702,29.18,75.61,1,0.0539,32.86,4.45,92.31,26.42,7.74,5.99,45.72,1
DOC_0703,7.8,35.64,0,0.0144,34.61,6.37,-1.0,14.66,29.06,74.72,22.0,1
DOC_0704,78.4,92.16,1,0.2734,59.46,78.37,-1.0,70.05,77.21,32.28,78.67,1
DOC_0705,100.0,74.97,3,0.2854,67.04,85.07,-1.0,79.05,65.08,26.08,70.19,1
DOC_0706,84.15,48.99,2,0.0693,46.17,84.39,49.99,31.8,72.51,8.93,54.56,1
DOC_0707,26.44,31.65,0,0.0533,50.24,15.78,58.02,10.62,40.19,0.74,32.09,1
DOC_0708,74.3,52.72,2,0.1283,74.37,65.47,34.63,34.99,50.47,7.69,52.44,1
DOC_0709,55.08,39.3,2,0.0983,66.65,63.02,86.95,74.88,57.08,7.19,50.26,1
DOC_0710,65.36,78.66,4,0.2177,82.74,82.33,92.2,57.64,87.56,2.96,75.43,1
DOC_0711,18.47,0.0,2,0.0261,40.56,29.07,-1.0,26.04,25.58,8.63,17.49,1
DOC_0712,35.13,28.04,3,0.0263,26.39,6.21,65.03,11.62,34.02,24.01,21.92,1
DOC_0713,51.61,24.11,2,0.0777,19.75,2.83,100.0,65.82,48.51,9.31,20.68,1
DOC_0714,40.95,24.69,3,0.1526,55.55,49.12,28.04,88.64,90.86,13.69,44.6,1
DOC_0715,69.16,48.74,3,0.1434,23.5,52.69,-1.0,53.93,46.0,11.59,73.4,1
DOC_0716,90.8,96.54,3,0.2547,69.08,86.38,-1.0,90.99,79.89,36.48,79.56,1
DOC_0717,94.75,76.12,5,0.4262,80.09,90.34,-1.0,66.75,93.28,0.0,52.09,1
DOC_0718,68.91,55.25,2,0.16,65.57,75.33,86.9,56.39,59.93,0.0,45.43,1
DOC_0719,54.91,73.91,3,0.0533,55.83,46.81,-1.0,47.54,46.36,9.84,62.5,1
DOC_0720,89.9,82.79,4,0.2166,78.4,86.44,67.79,88.97,90.68,12.59,70.57,1
DOC_0721,90.05,92.82,3,0.1968,86.49,89.02,66.19,51.52,74.62,24.31,55.88,1
DOC_0722,62.68,36.34,3,0.0356,40.4,14.78,99.69,47.1,27.26,6.13,28.2,1
DOC_0723,25.01,40.78,0,0.0,26.7,17.11,-1.0,25.23,18.62,81.05,29.85,1
DOC_0724,52.52,68.15,2,0.2022,78.63,20.2,49.75,47.36,77.94,5.61,71.67,1
DOC_0725,40.57,30.75,1,0.0816,3.88,24.97,96.87,13.23,18.91,21.71,45.99,1
DOC_0726,35.12,60.03,2,0.0653,36.82,17.06,82.52,24.48,17.62,17.33,72.23,1
DOC_0727,21.33,25.47,0,0.0,28.27,23.37,-1.0,13.27,40.37,0.0,42.61,1
DOC_0728,99.62,84.58,5,0.1529,63.45,89.82,71.02,53.31,73.84,8.59,66.22,1
DOC_0729,87.75,81.74,5,0.3264,57.89,73.93,-1.0,57.09,71.67,7.34,83.79,1
DOC_0730,19.23,26.91,3,0.0854,24.48,0.89,-1.0,17.24,30.44,12.47,21.84,1
DOC_0731,47.41,37.05,2,0.2172,49.06,83.93,81.01,33.79,33.74,0.0,44.5,1
DOC_0732,29.05,17.89,3,0.0131,37.83,26.37,0.0,47.29,27.11,11.3,16.5,1
DOC_0733,38.22,18.62,2,0.0272,17.48,23.56,77.37,41.32,40.16,16.27,11.47,1
DOC_0734,93.94,91.25,4,0.0875,100.0,92.99,-1.0,84.17,72.79,16.7,50.49,1
DOC_0735,53.44,37.05,1,0.0288,32.68,65.44,-1.0,43.92,47.69,15.97,25.93,1
DOC_0736,10.65,37.07,2,0.0401,24.81,14.6,80.58,17.11,36.46,14.08,27.38,1
DOC_0737,80.26,51.18,3,0.1139,69.24,63.09,42.31,52.56,52.09,18.31,68.5,1
DOC_0738,89.31,76.02,5,0.2505,96.55,82.87,-1.0,77.91,84.47,14.05,76.33,1
DOC_0739,80.78,80.45,4,0.0109,39.97,77.95,65.72,46.18,79.04,24.75,61.65,1
DOC_0740,33.91,54.1,1,0.0924,48.87,68.51,-1.0,44.8,57.83,14.98,35.79,1
DOC_0741,12.89,17.93,0,0.0363,37.03,44.24,28.2,22.56,44.17,8.26,29.56,1
DOC_0742,37.55,36.42,0,0.0268,26.3,14.94,31.31,25.15,16.07,58.95,22.93,1
DOC_0743,67.98,87.5,0,0.0879,38.26,68.51,-1.0,51.37,38.67,20.59,47.72,1
DOC_0744,13.31,19.5,1,0.0477,35.23,29.49,59.76,34.43,26.28,2.18,21.43,1
DOC_0745,26.34,91.48,4,0.0939,48.92,54.09,-1.0,79.77,29.44,16.14,53.05,1
DOC_0746,58.23,40.44,1,0.0292,20.78,22.11,86.53,31.39,19.53,0.0,47.47,1
DOC_0747,42.79,20.63,2,0.0124,30.88,16.26,42.48,16.73,17.93,79.93,40.37,1
DOC_0748,56.02,68.38,4,0.1329,55.35,58.46,62.66,44.7,63.77,8.45,58.43,1
DOC_0749,52.31,61.63,0,0.196,26.25,49.04,56.3,21.92,92.62,15.25,19.66,1
DOC_0750,77.15,41.48,2,0.1172,72.7,69.34,50.17,61.4,32.69,25.02,47.55,1
DOC_0751,85.52,48.61,0,0.1226,55.28,53.08,-1.0,73.18,31.03,23.05,69.92,1
DOC_0752,67.04,42.66,1,0.0553,13.7,44.18,97.91,33.18,38.73,8.77,50.44,1
DOC_0753,19.74,36.64,1,0.1037,64.09,56.72,62.46,85.26,76.43,12.99,47.72,1
DOC_0754,74.47,90.68,3,0.0073,61.94,50.97,50.85,30.6,62.95,16.76,52.26,1
DOC_0755,57.95,60.48,1,0.0307,37.58,27.42,94.06,25.64,9.31,11.83,37.74,1
DOC_0756,16.5,44.85,2,0.0582,26.24,32.06,-1.0,50.92,12.92,8.53,34.72,1
DOC_0757,94.48,41.79,1,0.0755,50.63,54.93,43.54,36.7,59.16,18.08,74.28,1
DOC_0758,59.47,59.48,1,0.2394,49.91,53.98,-1.0,31.57,54.29,24.33,85.28,1
DOC_0759,79.79,71.4,2,0.3373,61.09,66.67,-1.0,83.1,78.45,21.35,94.23,1
DOC_0760,36.14,29.9,4,0.1851,74.18,61.65,49.87,46.42,45.09,16.24,72.48,1
DOC_0761,19.29,29.94,2,0.0471,49.34,0.0,50.69,3.7,35.55,20.92,26.85,1
DOC_0762,21.97,20.52,2,0.0505,18.93,28.35,-1.0,2.09,38.03,14.7,11.17,1
DOC_0763,31.11,32.07,3,0.0127,56.56,48.05,-1.0,17.42,23.34,21.97,28.91,1
DOC_0764,56.84,77.78,2,0.0839,82.49,84.64,-1.0,65.93,53.37,15.04,81.91,1
DOC_0765,55.41,51.04,4,0.1774,66.83,63.09,85.33,22.11,70.44,28.5,99.31,1
DOC_0766,68.23,34.65,0,0.0322,41.29,20.64,84.17,21.13,33.23,13.5,43.83,1
DOC_0767,41.56,26.18,3,0.209,71.61,55.72,14.17,44.84,30.08,24.88,41.04,1
DOC_0768,18.64,45.89,0,0.0294,24.94,25.96,41.4,29.82,22.38,30.24,26.81,1
DOC_0769,79.23,70.44,5,0.0796,90.12,89.47,-1.0,76.81,74.09,23.42,60.67,1
DOC_0770,69.93,56.89,1,0.0839,12.28,17.27,74.05,34.02,35.38,1.44,43.79,1
DOC_0771,35.67,41.15,0,0.0321,28.34,14.99,-1.0,41.53,26.03,13.4,16.95,1
DOC_0772,68.14,64.6,4,0.3286,76.28,86.19,-1.0,76.36,58.72,13.65,80.74,1
DOC_0773,87.14,56.07,3,0.2658,85.81,80.82,54.65,85.69,53.83,19.31,64.43,1
DOC_0774,62.51,49.67,2,0.1564,48.07,57.97,-1.0,60.65,50.48,17.31,87.68,1
DOC_0775,53.26,66.42,2,0.0,60.54,37.2,54.18,62.19,53.92,23.65,34.62,1
DOC_0776,84.07,85.59,5,0.1834,90.86,70.9,76.85,79.36,62.27,0.0,82.94,1
DOC_0777,40.71,47.35,3,0.0554,14.53,14.91,100.0,34.23,34.5,11.08,20.25,1
DOC_0778,59.94,49.55,1,0.0038,33.44,2.93,91.99,34.66,37.35,3.9,29.97,1
DOC_0779,68.62,45.82,3,0.102,59.29,61.83,58.03,65.14,48.32,9.27,71.38,1
DOC_0780,76.93,73.52,3,0.085,70.79,87.23,62.2,57.17,87.76,10.25,62.19,1
DOC_0781,37.33,14.78,1,0.0405,36.02,8.01,13.0,6.35,13.9,61.02,17.2,1
DOC_0782,51.6,64.07,0,0.0603,66.97,49.77,-1.0,62.65,65.25,8.83,35.18,1
DOC_0783,46.67,35.45,2,0.0406,12.98,25.39,41.4,19.16,35.86,21.67,31.14,1
DOC_0784,39.1,10.12,4,0.2238,34.23,42.25,-1.0,48.79,55.6,9.87,45.68,1
DOC_0785,76.54,81.88,3,0.2405,64.57,94.52,-1.0,77.41,72.55,10.92,60.5,1
DOC_0786,38.36,17.85,1,0.0387,26.44,6.83,-1.0,29.0,35.8,100.0,28.33,1
DOC_0787,58.79,46.66,2,0.0285,35.55,29.85,90.9,54.74,23.53,10.5,39.43,1
DOC_0788,69.64,82.72,5,0.2153,78.56,84.42,-1.0,68.7,66.71,9.66,68.72,1
DOC_0789,69.01,64.86,1,0.0601,45.2,70.05,64.43,29.27,20.6,9.33,87.43,1
DOC_0790,90.35,87.96,1,0.0,23.3,78.8,50.64,67.62,59.09,6.1,37.71,1
DOC_0791,49.07,52.46,0,0.0913,35.15,14.41,78.08,24.61,14.72,13.18,50.21,1
DOC_0792,56.86,85.96,0,0.1138,44.35,45.4,70.63,45.51,77.9,9.21,81.77,1
DOC_0793,51.69,37.02,2,0.0,0.88,13.54,25.93,16.1,27.52,71.18,16.54,1
DOC_0794,7.99,23.36,0,0.0487,24.3,24.62,8.02,11.04,39.92,90.02,20.43,1
DOC_0795,72.7,93.45,2,0.1722,79.33,93.97,-1.0,79.73,85.74,26.25,59.18,1
